target_name	t_accession	tlen	query_name	q_accession	qlen	fullseq_evalue	fullseq_score	fullseq_bias	num_of_domain	total_hit_domains	c-evalue	i-evalue	hmm_score	hmm_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	acc	description_of_target	aln_length	qcov
CP058579_1323	-	116	41701_NZ_CP071597.1_474	-	116	1.6e-61	208.2	8.9	1	1	7.3e-66	1.8e-61	208.1	8.9	1	116	1	116	1	116	0.99	[97903 - 98250] [Halobonum sp. NJ-3-1 | 2743089.3]	115	0.9913793103448276
NZ_CP071597.1_474	-	113	41701_NZ_CP071597.1_474	-	116	1.2e-56	192.5	8.8	1	1	5.2e-61	1.3e-56	192.4	8.8	1	114	1	112	1	113	0.98	[31216 - 31554] Halovivax sp. KZCA124 chromosome 1, complete sequence	111	0.9568965517241379
JABURA010000001_339	-	322	41717_NZ_CP071597.1_490	-	322	4.8e-209	695.5	29.8	1	1	3.9e-213	5.4e-209	695.3	29.8	1	322	1	322	1	322	1	[23871 - 24836] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	321	0.9968944099378882
NZ_CP071597.1_490	-	329	41717_NZ_CP071597.1_490	-	322	2.7e-198	660.1	30.5	1	1	2.2e-202	3.1e-198	660	30.5	1	322	4	329	4	329	1	[31936 - 32922] Halovivax sp. KZCA124 chromosome 1, complete sequence	325	1.0093167701863355
CP058579_1342	-	384	41717_NZ_CP071597.1_490	-	322	5.4e-15	57.8	18.9	1	1	5e-19	6.9e-15	57.5	18.9	1	317	28	376	28	384	0.66	[98558 - 99709] [Halobonum sp. NJ-3-1 | 2743089.3]	348	1.0807453416149069
CP058579_1356	-	230	41728_NZ_CP071597.1_501	-	222	1.4e-143	478.6	0.1	1	1	6.4e-148	1.5e-143	478.4	0.1	1	222	9	230	9	230	1	[99745 - 100434] [Halobonum sp. NJ-3-1 | 2743089.3]	221	0.9954954954954955
NZ_CP071597.1_501	-	215	41728_NZ_CP071597.1_501	-	222	5.3e-121	404.8	0.2	1	1	2.4e-125	5.9e-121	404.6	0.2	1	222	1	214	1	214	1	[32983 - 33627] Halovivax sp. KZCA124 chromosome 1, complete sequence	213	0.9594594594594594
JABURA010000001_381	-	112	41735_NZ_CP071597.1_508	-	112	4.7e-68	228.6	0.1	1	1	4.3e-72	5.2e-68	228.4	0.1	1	112	1	112	1	112	1	[26902 - 27237] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	111	0.9910714285714286
NZ_CP071597.1_508	-	94	41735_NZ_CP071597.1_508	-	112	2.1e-45	155.6	0.2	1	1	1.9e-49	2.3e-45	155.5	0.2	20	112	2	94	1	94	0.98	[33716 - 33997] Halovivax sp. KZCA124 chromosome 1, complete sequence	92	0.8214285714285714
JNCS01000001_2656	-	674	41756_NZ_CP071597.1_529	-	622	2.6e-229	765.1	9.8	1	1	1.2e-232	3e-229	764.9	9.8	6	622	17	674	4	674	0.98	[6823 - 4802] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	657	1.0562700964630225
JABURA010000001_409	-	640	41756_NZ_CP071597.1_529	-	622	1.9e-220	735.8	5.2	1	1	8.4e-224	2.1e-220	735.6	5.2	5	621	15	632	1	633	0.98	[27237 - 29156] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	617	0.9919614147909968
CP010426.1_17077	-	765	41756_NZ_CP071597.1_529	-	622	1.3e-213	713.2	20.4	1	1	5.9e-217	1.5e-213	713	20.4	1	622	2	752	2	752	0.96	[771351 - 769057] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	750	1.2057877813504823
Ga0207718_100100_2679	-	649	41756_NZ_CP071597.1_529	-	622	1.5e-212	709.7	0.2	1	1	6.6e-216	1.7e-212	709.5	0.2	5	622	5	649	1	649	0.97	[6899 - 4953] (REVERSE SENSE)	644	1.0353697749196142
LOEP01000012_1233	-	653	41756_NZ_CP071597.1_529	-	622	4.1e-210	701.7	3.3	1	1	2e-213	5e-210	701.4	3.3	1	620	1	644	1	649	0.98	[34719 - 32761] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	643	1.0337620578778135
NZ_CP071597.1_529	-	617	41756_NZ_CP071597.1_529	-	622	9e-210	700.5	0	1	1	3.9e-213	1e-209	700.4	0	1	620	1	611	1	617	0.97	[33997 - 35847] Halovivax sp. KZCA124 chromosome 1, complete sequence	610	0.9807073954983923
JGI12330J12834_1000008_2911	-	631	41756_NZ_CP071597.1_529	-	622	6.9e-208	694.3	15.2	1	1	3.2e-211	8.1e-208	694.1	15.2	7	620	3	629	1	630	0.98	[6802 - 4910] (REVERSE SENSE)	626	1.0064308681672025
QMWF01000152.1_119	-	568	41756_NZ_CP071597.1_529	-	622	4.1e-187	625.7	8.7	1	1	1.9e-190	4.8e-187	625.4	8.7	1	527	1	556	1	565	0.95	[1705 - 2] (REVERSE SENSE) Candidatus Geothermarchaeota archaeon isolate B85_G16 B85_Guay16_scaffold_46347, whole genome shotgun sequence	555	0.8922829581993569
DRYJ01000053.1_92	-	618	41756_NZ_CP071597.1_529	-	622	1.8e-180	603.7	1.5	1	1	8e-184	2e-180	603.5	1.5	1	616	1	616	1	618	0.97	[3723 - 5576] TPA_asm: Candidatus Bathyarchaeota archaeon isolate SpSt-11 Ga0065719_100268, whole genome shotgun sequence	615	0.9887459807073955
Ga0065719_100268_92	-	618	41756_NZ_CP071597.1_529	-	622	1.8e-180	603.7	1.5	1	1	8e-184	2e-180	603.5	1.5	1	616	1	616	1	618	0.97	[3723 - 5576]	615	0.9887459807073955
Ga0207719_100190_1240	-	650	41756_NZ_CP071597.1_529	-	622	1.9e-179	600.4	4	1	1	9e-183	2.3e-179	600.1	4	6	620	9	641	1	646	0.95	[11187 - 9238] (REVERSE SENSE)	632	1.0160771704180065
Ga0207733_100382_394	-	650	41756_NZ_CP071597.1_529	-	622	4.7e-177	592.4	3.5	1	1	2.5e-180	6.3e-177	592	3.5	6	620	9	641	4	646	0.95	[25041 - 26990]	632	1.0160771704180065
ATYM01000002_2219	-	653	41756_NZ_CP071597.1_529	-	622	6.8e-176	588.6	2.5	1	1	3.1e-179	7.9e-176	588.4	2.5	7	620	10	644	1	649	0.93	[72925 - 70967] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	634	1.0192926045016077
QMYS01000134.1_187	-	553	41756_NZ_CP071597.1_529	-	622	1.4e-174	584.2	13.3	1	1	6.3e-178	1.6e-174	584.1	13.3	1	558	1	552	1	553	0.94	[1696 - 38] (REVERSE SENSE) Candidatus Thorarchaeota archaeon isolate B59_G1 B59_Guay1_scaffold_13974, whole genome shotgun sequence	551	0.8858520900321544
DQZJ01000063.1_58	-	539	41756_NZ_CP071597.1_529	-	622	7e-150	502.7	3.9	1	1	3.1e-153	7.8e-150	502.5	3.9	1	543	4	538	1	539	0.97	[1729 - 3345] TPA_asm: Candidatus Aenigmarchaeota archaeon isolate HyVt-178 Ga0116200_10020085, whole genome shotgun sequence	534	0.8585209003215434
LKMP01000007.1_1269	-	596	41756_NZ_CP071597.1_529	-	622	2.9e-74	252.9	10.5	1	1	1.4e-77	3.6e-74	252.6	10.5	1	561	1	582	1	594	0.84	[21415 - 19628] (REVERSE SENSE) Nanohaloarchaea archaeon B1-Br10_U2g21 LB-BRINE-C121, whole genome shotgun sequence	581	0.9340836012861736
DQXS01000079.1_50	-	601	41756_NZ_CP071597.1_529	-	622	2.1e-68	233.6	19.3	1	1	2e-71	5e-68	232.3	19.3	1	516	1	506	1	597	0.81	[1589 - 3391] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	505	0.8118971061093248
Ga0116200_10000074_50	-	601	41756_NZ_CP071597.1_529	-	622	2.1e-68	233.6	19.3	1	1	2e-71	5e-68	232.3	19.3	1	516	1	506	1	597	0.81	[1589 - 3391]	505	0.8118971061093248
QNAN01000020.1_50	-	601	41756_NZ_CP071597.1_529	-	622	3.7e-68	232.7	19	1	1	3.5e-71	9e-68	231.5	19	1	516	1	506	1	597	0.81	[1589 - 3391] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	505	0.8118971061093248
Ga0207715_100102_886	-	711	41756_NZ_CP071597.1_529	-	622	7.7e-63	215.2	8.8	1	1	3.6e-66	9.1e-63	214.9	8.8	5	578	4	655	1	709	0.82	[71922 - 69790] (REVERSE SENSE)	651	1.0466237942122187
Ga0222667_1000160_1268	-	594	41756_NZ_CP071597.1_529	-	622	2e-58	200.6	6.2	1	1	4.1e-61	1e-57	198.2	6.2	1	621	1	584	1	585	0.85	[17014 - 15233] (REVERSE SENSE)	583	0.9372990353697749
VEPM01000029.1_1079	-	632	41756_NZ_CP071597.1_529	-	622	1.2e-56	194.7	16	1	1	3.7e-59	9.5e-56	191.7	16	16	565	63	625	10	630	0.81	[47980 - 46085] (REVERSE SENSE) Candidatus Methanoperedens sp. isolate MnB_20 Mn.Bin2_29, whole genome shotgun sequence	562	0.9035369774919614
Ga0075122_10000557_369	-	602	41756_NZ_CP071597.1_529	-	622	3.1e-56	193.4	4.6	1	1	1.8e-59	4.6e-56	192.8	4.6	6	620	13	587	1	590	0.81	[17633 - 19438]	574	0.9228295819935691
DRBS01000206.1_58	-	634	41756_NZ_CP071597.1_529	-	622	4.5e-55	189.5	17	1	1	2.2e-58	5.6e-55	189.2	17	10	559	27	633	18	634	0.82	[1494 - 3395] TPA_asm: Candidatus Desulfofervidus auxilii isolate HyVt-233 Ga0116200_10000518, whole genome shotgun sequence	606	0.9742765273311897
Ga0172379_10000243_1712	-	572	41756_NZ_CP071597.1_529	-	622	1.4e-49	171.4	12.8	1	1	7.1e-53	1.8e-49	171	12.8	7	515	11	536	3	569	0.8	[104325 - 106040]	525	0.8440514469453376
Ga0078972_1006503_634	-	559	41756_NZ_CP071597.1_529	-	622	4.2e-44	153.3	5.2	1	1	2e-47	5.1e-44	153	5.2	1	517	8	534	8	557	0.77	[25239 - 23563] (REVERSE SENSE)	526	0.8456591639871383
Ga0172379_10001592_425	-	696	41756_NZ_CP071597.1_529	-	622	1.9e-39	137.9	17	1	1	2.2e-42	5.6e-39	136.3	17	74	613	86	622	2	640	0.69	[24841 - 26928]	536	0.8617363344051447
Ga0172377_10000119_1194	-	703	41756_NZ_CP071597.1_529	-	622	6e-39	136.3	17	1	1	8.5e-42	2.2e-38	134.4	17	15	616	19	628	2	647	0.77	[58944 - 61052]	609	0.9790996784565916
CP058579_1394	-	667	41756_NZ_CP071597.1_529	-	622	5e-37	129.9	0	1	1	2.5e-40	6.3e-37	129.6	0	6	617	25	658	16	666	0.8	[101707 - 103707] [Halobonum sp. NJ-3-1 | 2743089.3]	633	1.017684887459807
Ga0164313_10000250_360	-	724	41756_NZ_CP071597.1_529	-	622	5.7e-36	126.4	8.6	1	1	1.6e-38	4e-35	123.6	8.6	15	540	26	597	12	713	0.7	[20706 - 22877]	571	0.9180064308681672
QNDS01000002.1_360	-	724	41756_NZ_CP071597.1_529	-	622	5.7e-36	126.4	8.6	1	1	1.6e-38	4e-35	123.6	8.6	15	540	26	597	12	713	0.7	[20706 - 22877] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	571	0.9180064308681672
Ga0075122_10000851_87	-	598	41756_NZ_CP071597.1_529	-	622	3.7e-35	123.7	10.1	1	1	2.3e-38	5.9e-35	123	10.1	29	557	42	587	2	596	0.76	[3093 - 4886]	545	0.8762057877813505
JAADFW010000227.1_570	-	630	41756_NZ_CP071597.1_529	-	622	2.4e-32	114.5	24.8	1	1	1.2e-34	3.1e-31	110.8	24.8	1	608	1	615	1	628	0.7	[8436 - 6547] (REVERSE SENSE) Chlorobi bacterium isolate M_MaxBin.088 contig-127_5253, whole genome shotgun sequence	614	0.9871382636655949
Ga0075122_10000827_234	-	617	41756_NZ_CP071597.1_529	-	622	2.2e-24	88.1	13.4	1	1	1.1e-27	2.9e-24	87.7	13.4	15	616	24	611	3	616	0.73	[13600 - 15450]	587	0.9437299035369775
DTWW01000349.1_28	-	612	41756_NZ_CP071597.1_529	-	622	4.1e-18	67.4	5.1	1	1	2.9e-21	7.5e-18	66.6	5.1	208	517	271	596	216	611	0.69	[379 - 2214] TPA_asm: Candidatus Micrarchaeota archaeon isolate UWMA-0176 k99_2777214, whole genome shotgun sequence	325	0.522508038585209
CP058579_1610	-	139	42018_NZ_CP071597.1_791	-	139	6e-78	261.9	3.4	1	1	1.4e-82	6.6e-78	261.7	3.4	1	139	1	139	1	139	0.99	[118384 - 118800] [Halobonum sp. NJ-3-1 | 2743089.3]	138	0.9928057553956835
NZ_CP071597.1_791	-	159	42018_NZ_CP071597.1_791	-	139	9.5e-78	261.2	3.5	1	1	2.3e-82	1.1e-77	261	3.5	1	139	22	159	22	159	0.99	[51550 - 52026] Halovivax sp. KZCA124 chromosome 1, complete sequence	137	0.9856115107913669
ATYM01000002_1726	-	200	42763_NZ_CP071597.1_1536	-	166	3e-71	241.1	10.9	1	1	3.8e-75	3.7e-71	240.8	10.9	3	165	33	196	28	197	0.97	[103558 - 102959] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	163	0.9819277108433735
JGI12330J12834_1000008_1481	-	166	42763_NZ_CP071597.1_1536	-	166	8.5e-66	223.4	11.1	1	1	9.7e-70	9.4e-66	223.2	11.1	4	164	2	162	1	164	0.98	[97745 - 97248] (REVERSE SENSE)	160	0.963855421686747
JNCS01000001_1241	-	167	42763_NZ_CP071597.1_1536	-	166	1.6e-65	222.5	11	1	1	1.8e-69	1.7e-65	222.4	11	4	165	2	163	1	164	0.99	[94813 - 94313] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	161	0.9698795180722891
CP048739_114	-	171	42763_NZ_CP071597.1_1536	-	166	7.8e-65	220.3	5.3	1	1	8.7e-69	8.4e-65	220.2	5.3	3	165	7	171	1	171	0.97	[5958 - 6470] [Halogeometricum borinquense strain wsp4 | 60847.21]	164	0.9879518072289156
NZ_CP071597.1_1536	-	174	42763_NZ_CP071597.1_1536	-	166	2.5e-64	218.6	4.3	1	1	3e-68	2.9e-64	218.4	4.3	3	164	11	173	6	174	0.98	[90300 - 89779] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	162	0.9759036144578314
Ga0207718_100100_1419	-	166	42763_NZ_CP071597.1_1536	-	166	3.6e-64	218.1	9.7	1	1	4.1e-68	4e-64	218	9.7	4	164	2	162	1	164	0.98	[92036 - 91539] (REVERSE SENSE)	160	0.963855421686747
JGI12330J12834_1000008_1496	-	349	42776_NZ_CP071597.1_1549	-	305	6e-130	435.3	1	1	1	2.2e-133	6.5e-130	435.1	1	3	305	20	322	1	322	0.98	[97244 - 96198] (REVERSE SENSE)	302	0.9901639344262295
JNCS01000001_1255	-	372	42776_NZ_CP071597.1_1549	-	305	7.9e-130	434.9	1.8	1	1	3.2e-133	9.5e-130	434.6	1.8	3	305	60	362	40	362	0.98	[94428 - 93313] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	302	0.9901639344262295
Ga0207718_100100_1432	-	337	42776_NZ_CP071597.1_1549	-	305	1.6e-128	430.5	0.3	1	1	6.5e-132	1.9e-128	430.3	0.3	3	305	24	326	5	326	0.98	[91546 - 90536] (REVERSE SENSE)	302	0.9901639344262295
ATYM01000002_1736	-	328	42776_NZ_CP071597.1_1549	-	305	2.5e-128	429.9	3	1	1	9.2e-132	2.7e-128	429.8	3	3	305	20	322	1	322	0.98	[102955 - 101972] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	302	0.9901639344262295
CP048739_124	-	345	42776_NZ_CP071597.1_1549	-	305	6.5e-121	405.6	2.7	1	1	2.6e-124	7.7e-121	405.3	2.7	3	305	43	345	23	345	0.98	[6403 - 7437] [Halogeometricum borinquense strain wsp4 | 60847.21]	302	0.9901639344262295
NZ_CP071597.1_1549	-	324	42776_NZ_CP071597.1_1549	-	305	3.3e-114	383.6	0.7	1	1	1.2e-117	3.5e-114	383.5	0.7	3	305	21	324	1	324	0.97	[89779 - 88808] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	303	0.9934426229508196
CP010426.1_4668	-	276	42776_NZ_CP071597.1_1549	-	305	9.3e-45	155.5	2.9	1	1	3.9e-48	1.1e-44	155.2	2.9	6	294	8	268	1	270	0.92	[247796 - 248623] Archaeon GW2011_AR20 chromosome, complete genome	260	0.8524590163934426
CP010426.1_21275	-	280	42776_NZ_CP071597.1_1549	-	305	4.2e-43	150.1	3.8	1	1	2e-46	5.9e-43	149.6	3.8	14	287	13	264	8	271	0.94	[556363 - 555524] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	251	0.8229508196721311
VEPM01000029.1_72	-	279	42776_NZ_CP071597.1_1549	-	305	1.1e-42	148.7	1.7	1	1	6.8e-46	2e-42	147.8	1.7	14	294	14	271	2	273	0.91	[3011 - 3847] Candidatus Methanoperedens sp. isolate MnB_20 Mn.Bin2_29, whole genome shotgun sequence	257	0.8426229508196721
CP010426.1_4781	-	278	42776_NZ_CP071597.1_1549	-	305	1.1e-36	128.9	2.6	1	1	5.1e-40	1.5e-36	128.5	2.6	15	285	15	261	6	271	0.9	[253189 - 254022] Archaeon GW2011_AR20 chromosome, complete genome	246	0.8065573770491803
CP010426.1_28840	-	404	42776_NZ_CP071597.1_1549	-	305	2.7e-29	104.7	2.8	1	1	1.2e-32	3.5e-29	104.3	2.8	4	298	38	323	13	330	0.89	[163483 - 162272] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	285	0.9344262295081968
Ga0075122_10000851_465	-	334	42776_NZ_CP071597.1_1549	-	305	2.2e-27	98.5	1	2	2	3e-20	8.7e-17	63.6	0.1	66	297	94	328	89	334	0.8	[21543 - 20542] (REVERSE SENSE)	234	0.7672131147540984
CP010426.1_16944	-	423	42776_NZ_CP071597.1_1549	-	305	3.3e-26	94.6	0.3	1	1	1.8e-29	5.3e-26	93.9	0.3	5	294	37	313	26	318	0.84	[778340 - 777072] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	276	0.9049180327868852
Ga0075120_10000694_643	-	299	42776_NZ_CP071597.1_1549	-	305	2.1e-18	68.9	0.5	1	1	1.6e-21	4.6e-18	67.8	0.5	108	302	107	298	9	299	0.75	[20632 - 19736] (REVERSE SENSE)	191	0.6262295081967213
ATYM01000002_2439	-	213	42776_NZ_CP071597.1_1549	-	305	3.6e-16	61.6	0	1	1	1.5e-19	4.4e-16	61.3	0	112	302	5	211	1	213	0.81	[57311 - 56673] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	206	0.6754098360655738
CP058579_4117	-	376	42776_NZ_CP071597.1_1549	-	305	3.8e-13	51.7	0	1	1	2.8e-15	8.1e-12	47.3	0	8	270	43	337	38	355	0.79	[49426 - 48299] (REVERSE SENSE) [Halobonum sp. NJ-3-1 | 2743089.3]	294	0.9639344262295082
JABURA010000001_1393	-	394	42776_NZ_CP071597.1_1549	-	305	3.1e-12	48.7	0	1	1	1.6e-15	4.8e-12	48.1	0	9	201	69	274	62	297	0.87	[98705 - 97524] (REVERSE SENSE) JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	205	0.6721311475409836
CP058579_4429	-	374	42776_NZ_CP071597.1_1549	-	305	4.1e-12	48.3	0	1	2	1.3e-11	3.8e-8	35.3	0	10	229	40	278	35	286	0.82	[27190 - 26069] (REVERSE SENSE) [Halobonum sp. NJ-3-1 | 2743089.3]	238	0.780327868852459
NZ_CP071597.1_2111	-	319	42776_NZ_CP071597.1_1549	-	305	5e-12	48	4.3	1	1	2.9e-15	8.6e-12	47.2	4.3	12	293	11	312	1	315	0.71	[53011 - 52055] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	301	0.9868852459016394
CP058579_995	-	368	42776_NZ_CP071597.1_1549	-	305	8.7e-12	47.2	0.2	1	1	1.3e-14	3.7e-11	45.1	0.2	12	230	45	279	35	367	0.85	[69442 - 70545] [Halobonum sp. NJ-3-1 | 2743089.3]	234	0.7672131147540984
CP058579_272	-	371	42776_NZ_CP071597.1_1549	-	305	2e-11	46	0	1	2	3.2e-14	9.3e-11	43.8	0	10	222	45	273	38	284	0.82	[20757 - 21869] [Halobonum sp. NJ-3-1 | 2743089.3]	228	0.7475409836065574
JABURA010000001_2111	-	321	42776_NZ_CP071597.1_1549	-	305	2.8e-11	45.5	2.1	1	1	1.6e-14	4.6e-11	44.8	2.1	11	293	7	312	2	314	0.74	[52511 - 51549] (REVERSE SENSE) JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	305	1
JABURA010000001_2867	-	390	42776_NZ_CP071597.1_1549	-	305	3.1e-11	45.4	0	1	2	1.2e-13	3.6e-10	41.9	0	20	229	56	287	44	301	0.83	[1458 - 289] (REVERSE SENSE) JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	231	0.7573770491803279
NZ_CP071597.1_1567	-	57	42794_NZ_CP071597.1_1567	-	57	1.3e-36	127	6.1	1	1	4.3e-41	1.4e-36	126.9	6.1	1	57	1	57	1	57	0.99	[87814 - 87644] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	56	0.9824561403508771
CP048739_156	-	57	42794_NZ_CP071597.1_1567	-	57	1.9e-36	126.5	7.1	1	1	6.3e-41	2e-36	126.4	7.1	1	57	1	57	1	57	0.99	[9332 - 9502] [Halogeometricum borinquense strain wsp4 | 60847.21]	56	0.9824561403508771
CP010426.1_647	-	351	42813_NZ_CP071597.1_1586	-	277	6.2e-90	303.7	0.2	1	1	4.5e-94	7.3e-90	303.5	0.2	5	275	5	350	1	351	0.84	[35582 - 36634] Archaeon GW2011_AR20 chromosome, complete genome	345	1.2454873646209386
CP010426.1_708	-	340	42813_NZ_CP071597.1_1586	-	277	6.2e-75	254.5	0.1	1	1	5e-79	8e-75	254.1	0.1	2	273	16	323	14	327	0.85	[39354 - 40373] Archaeon GW2011_AR20 chromosome, complete genome	307	1.108303249097473
NZ_CP071597.1_1586	-	273	42813_NZ_CP071597.1_1586	-	277	6.9e-69	234.6	0	1	1	5.4e-73	8.7e-69	234.3	0	6	179	33	228	27	268	0.83	[87276 - 86458] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	195	0.703971119133574
JGI12330J12834_1000008_2023	-	276	42813_NZ_CP071597.1_1586	-	277	2.4e-68	232.9	0	1	1	1.9e-72	3.1e-68	232.5	0	6	179	36	230	31	273	0.84	[64285 - 63458] (REVERSE SENSE)	194	0.7003610108303249
Ga0222658_1000332_560	-	512	42813_NZ_CP071597.1_1586	-	277	2.8e-64	219.6	0.3	1	1	3.2e-66	5.2e-62	212.1	0.3	2	272	3	505	2	510	0.75	[21882 - 20347] (REVERSE SENSE)	502	1.812274368231047
JNCS01000001_686	-	284	42832_NZ_CP071597.1_1605	-	251	4.8e-81	274.3	0	1	1	6.1e-85	5.9e-81	274	0	5	234	31	255	21	277	0.91	[48790 - 49641] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	224	0.8924302788844621
ATYM01000002_594	-	272	42832_NZ_CP071597.1_1605	-	251	6.1e-78	264.1	0.1	1	1	6.9e-82	6.7e-78	264	0.1	7	243	7	245	1	265	0.88	[37586 - 38401] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	238	0.9482071713147411
NZ_CP071597.1_1605	-	272	42832_NZ_CP071597.1_1605	-	251	2.5e-71	242.4	0	1	1	3.2e-75	3.1e-71	242.1	0	6	233	12	247	5	270	0.9	[85895 - 85080] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	235	0.9362549800796812
JNCS01000001_605	-	524	42832_NZ_CP071597.1_1605	-	251	2e-16	62.5	0	1	1	3.6e-20	3.5e-16	61.8	0	70	191	147	281	122	311	0.81	[42366 - 43937] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	134	0.5338645418326693
ATYM01000002_688	-	524	42832_NZ_CP071597.1_1605	-	251	8.6e-16	60.5	0	1	1	1.9e-19	1.8e-15	59.4	0	78	192	154	281	120	312	0.8	[44260 - 45831] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	127	0.5059760956175299
CP010426.1_2941	-	497	42832_NZ_CP071597.1_1605	-	251	6.2e-11	44.6	0	1	1	1.4e-14	1.3e-10	43.5	0	68	188	135	261	53	273	0.89	[154279 - 155769] Archaeon GW2011_AR20 chromosome, complete genome	126	0.50199203187251
NZ_CP071597.1_1681	-	362	42908_NZ_CP071597.1_1681	-	351	1.5e-149	500.4	1.6	1	1	5.2e-154	1.7e-149	500.3	1.6	1	351	1	360	1	360	0.98	[80824 - 79739] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	359	1.0227920227920229
JNCS01000001_2359	-	329	42908_NZ_CP071597.1_1681	-	351	8.3e-130	435.5	1.4	1	1	2.8e-134	9.2e-130	435.4	1.4	16	350	2	329	1	329	0.98	[26126 - 25140] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	327	0.9316239316239316
Ga0207718_100100_1113	-	237	42988_NZ_CP071597.1_1761	-	227	6.1e-81	273.6	0.5	1	1	3.8e-85	6.1e-81	273.6	0.5	23	225	2	210	1	213	0.97	[83766 - 84476]	208	0.9162995594713657
JGI12330J12834_1000008_1365	-	236	42988_NZ_CP071597.1_1761	-	227	2.6e-80	271.5	0.6	1	1	2e-84	3.2e-80	271.2	0.6	23	226	2	209	1	232	0.97	[90425 - 91132]	207	0.9118942731277533
NZ_CP071597.1_1761	-	231	42988_NZ_CP071597.1_1761	-	227	1.7e-77	262.3	0.2	1	1	1.3e-81	2.1e-77	262	0.2	23	225	2	209	1	211	0.98	[75354 - 74662] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	207	0.9118942731277533
JABURA010000001_889	-	153	42988_NZ_CP071597.1_1761	-	227	4.4e-31	110.5	1.6	1	1	3.8e-33	6.2e-29	103.5	1.6	22	204	4	140	1	148	0.91	[62815 - 63273] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	136	0.5991189427312775
NZ_CP071597.1_1775	-	106	43002_NZ_CP071597.1_1775	-	114	1.2e-46	159.7	0.3	1	1	2.1e-50	1.3e-46	159.5	0.3	12	105	9	102	3	106	0.96	[74144 - 73827] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	93	0.8157894736842105
